type,content,links
li,"^""Hasil UTBK 2022: Total Pendaftar, Skor Tertinggi, dan PTN Favorit"". Diarsipkan dariaslitanggal 2023-07-10.",#cite_ref-SBMPTN_2022_29-0 https://web.archive.org/web/20230710155643/https://www.brainacademy.id/blog/data-statistik-utbk-sbmptn-2022 https://www.brainacademy.id/blog/data-statistik-utbk-sbmptn-2022
li,"^""Daftar 20 PTN dengan Rerata Tertinggi SBMPTN 2021 Saintek dan Soshum"". Diarsipkan dariaslitanggal 2023-07-10.",#cite_ref-SBMPTN_2021_30-0 https://web.archive.org/web/20230710155812/https://www.kompas.com/edu/read/2021/06/14/165304771/daftar-20-ptn-dengan-rerata-tertinggi-sbmptn-2021-saintek-dan-soshum?page=all https://www.kompas.com/edu/read/2021/06/14/165304771/daftar-20-ptn-dengan-rerata-tertinggi-sbmptn-2021-saintek-dan-soshum?page=all
li,"^""12 Perguruan Tinggi Negeri dengan Rata-Rata Nilai UTBK Tertinggi 2020"". Diarsipkan dariaslitanggal 2023-07-10.",#cite_ref-SBMPTN_2020_31-0 https://web.archive.org/web/20230710160249/https://akupintar.id/info-pintar/-/blogs/12-perguruan-tinggi-negeri-dengan-rata-rata-nilai-utbk-tertinggi https://akupintar.id/info-pintar/-/blogs/12-perguruan-tinggi-negeri-dengan-rata-rata-nilai-utbk-tertinggi
li,"^""Daftar 10 PTN dengan Nilai SBMPTN 2019 Tertinggi, ada ITB, UI dan UPNVJ"". Diarsipkan dariaslitanggal 2020-07-10.;","#cite_ref-32 https://web.archive.org/web/20230710160637/https://www.upnvj.ac.id/id/berita/2019/07/daftar-10-ptn-dengan-nilai-sbmptn-2019-tertinggi-ada-itb-ui-dan-upnvj.html https://www.upnvj.ac.id/id/berita/2019/07/daftar-10-ptn-dengan-nilai-sbmptn-2019-tertinggi-ada-itb-ui-dan-upnvj.html#:~:text=Kemenristekdikti%20mendata%20Perguruan%20Tinggi%20Negeri,Disusul%20Universitas%20Indonesia%20(UI)."
li,"^""Daftar PTN dengan Nilai Tertinggi di SBMPTN 2018, ITB Ungguli UI"". Diarsipkan dariaslitanggal 2018-07-03.",#cite_ref-SBMPTN_2018_33-0 https://web.archive.org/web/20180703100628/https://news.okezone.com/read/2018/07/03/65/1917249/daftar-ptn-dengan-nilai-tertinggi-di-sbmptn-2018-itb-ungguli-ui https://news.okezone.com/read/2018/07/03/65/1917249/daftar-ptn-dengan-nilai-tertinggi-di-sbmptn-2018-itb-ungguli-ui
li,"^""10 PTN dengan Nilai Peserta SBMPTN Tertinggi"". Diarsipkan dariaslitanggal 2017-11-10.",#cite_ref-SBMPTN_2017_34-0 https://web.archive.org/web/20171110073607/https://news.okezone.com/read/2017/06/12/65/1713928/10-ptn-dengan-nilai-peserta-sbmptn-tertinggi https://news.okezone.com/read/2017/06/12/65/1713928/10-ptn-dengan-nilai-peserta-sbmptn-tertinggi
li,"^""Hasil SBMPTN 2016, ITB dan UI Nomor Satu"". Diarsipkan dariaslitanggal 2016-06-29.",#cite_ref-SBMPTN_2016_35-0 https://web.archive.org/web/20160629190938/http://news.okezone.com/read/2016/06/28/65/1427265/hasil-sbmptn-2016-itb-dan-ui-nomor-satu http://news.okezone.com/read/2016/06/28/65/1427265/hasil-sbmptn-2016-itb-dan-ui-nomor-satu
li,"^""Nilai Nasional SBMPTN 2015"". Diarsipkan dariaslitanggal 2023-07-10.",#cite_ref-SBMPTN_2015_36-0 https://web.archive.org/web/20230710153601/https://www.semarangbisnis.com/2016/01/nilai-nasional-sbmptn-2015.html https://www.semarangbisnis.com/2016/01/nilai-nasional-sbmptn-2015.html
li,"^""Peringkat SBMPTN 2014"". Diarsipkan dariaslitanggal 2020-06-07.",#cite_ref-37 https://web.archive.org/web/20200607073549/https://aceh.tribunnews.com/2014/07/17/1986-orang-lulus-sbmptn-di-unsyiah https://aceh.tribunnews.com/2014/07/17/1986-orang-lulus-sbmptn-di-unsyiah
li,"^abcd""Passing Grade Rata-rata 10 Besar PTN pada SNMPTN/SBMPTN 2010-2013"". Diarsipkan dariaslitanggal 2015-07-26.;",#cite_ref-PG_2010-2013_38-0 #cite_ref-PG_2010-2013_38-1 #cite_ref-PG_2010-2013_38-2 #cite_ref-PG_2010-2013_38-3 https://web.archive.org/web/20150512180125/https://rinaldimunir.wordpress.com/2014/01/08/passing-grade-rata-rata-10-besar-ptn-pada-snmptnsbmptn-2010-2013/ https://rinaldimunir.wordpress.com/2014/01/08/passing-grade-rata-rata-10-besar-ptn-pada-snmptnsbmptn-2010-2013/
li,"^abc""""Beberapa informasi tentang ITB"" oleh Rektor ITB pada Temu Awal Tahun Akademik 2009/2010 tanggal 31 Agustus 2009""(PDF). Diarsipkan dariasli(PDF)tanggal 2010-12-29.",#cite_ref-Pidato_Rektor_2009_39-0 #cite_ref-Pidato_Rektor_2009_39-1 #cite_ref-Pidato_Rektor_2009_39-2 https://web.archive.org/web/20101229204243/http://www.itb.ac.id/files/74/20090908/Pidato%20Rektor%20ITB%20pada%20Temu%20Awal%20Tahun%202009-2010.pdf http://www.itb.ac.id/files/74/20090908/Pidato%20Rektor%20ITB%20pada%20Temu%20Awal%20Tahun%202009-2010.pdf
li,"^""Salinan arsip"". Diarsipkan dariaslitanggal 2014-05-29. Diakses tanggal2012-07-15.",#cite_ref-40 https://web.archive.org/web/20140529001014/http://www.4icu.org/id/ http://www.4icu.org/id/
li,"^""Top 100 Universities in Asia2012"". Diarsipkan dariaslitanggal 2012-08-19. Diakses tanggal2012-08-25.",#cite_ref-41 https://web.archive.org/web/20120819103440/http://www.4icu.org/topAsia/ http://www.4icu.org/topAsia/
li,"^""Top 200 Universities in the world 2012."". Diarsipkan dariaslitanggal 2014-09-01. Diakses tanggal2010-04-26.",#cite_ref-42 https://web.archive.org/web/20140901183434/http://www.4icu.org/top200/ http://www.4icu.org/top200/
li,"^""Salinan arsip"". Diarsipkan dariaslitanggal 2012-04-25. Diakses tanggal2010-04-26.",#cite_ref-43 https://web.archive.org/web/20120425035022/http://www.topuniversities.com/university-rankings/world-university-rankings/2009/subject-rankings/technology http://www.topuniversities.com/university-rankings/world-university-rankings/2009/subject-rankings/technology
li,"^""Salinan arsip"". Diarsipkan dariaslitanggal 2012-06-26. Diakses tanggal2012-08-26.",#cite_ref-44 https://web.archive.org/web/20120626073558/http://www.topuniversities.com/university-rankings/world-university-rankings/2011/faculty-area-rankings/technology?page=3 http://www.topuniversities.com/university-rankings/world-university-rankings/2011/faculty-area-rankings/technology?page=3
li,"^""QS Stars in Indonesia"". Diarsipkan dariaslitanggal 2012-08-23. Diakses tanggal2012-08-25.",#cite_ref-45 https://web.archive.org/web/20120823141455/http://www.topuniversities.com/qsstars/indonesia http://www.topuniversities.com/qsstars/indonesia
li,"^""QS World University Rankings by Subject 2015 - Art & Design"".Top Universities. 2015-04-22. Diarsipkan dariaslitanggal 2017-03-22. Diakses tanggal2017-03-21.",#cite_ref-:0_46-0 https://web.archive.org/web/20170322020938/https://www.topuniversities.com/university-rankings/university-subject-rankings/2015/art-design https://www.topuniversities.com/university-rankings/university-subject-rankings/2015/art-design
li,"^http://www.itb.ac.id/news/46Diarsipkan2016-01-19 diWayback Machine. ITB News Portal, 13 Maret 2003,Mantan Rektor ITB , Ir. Ukar Bratakusumah Meninggal",#cite_ref-48 http://www.itb.ac.id/news/46 https://web.archive.org/web/20160119194755/http://www.itb.ac.id/news/46 /wiki/Wayback_Machine
li,"^abcdef""Situs resmi Keluarga Mahasiswa ITB"". Diarsipkan dariaslitanggal 2012-07-15. Diakses tanggal2012-08-06.",#cite_ref-webkm_51-0 #cite_ref-webkm_51-1 #cite_ref-webkm_51-2 #cite_ref-webkm_51-3 #cite_ref-webkm_51-4 #cite_ref-webkm_51-5 https://web.archive.org/web/20120715050515/http://km.itb.ac.id/site/?cat=77 http://km.itb.ac.id/site/?cat=77
li,"^""Situs resmi Himpunan Mahasiswa Jurusan"". Diarsipkan dariaslitanggal 2012-07-15. Diakses tanggal2012-08-06.",#cite_ref-hmj_52-0 https://web.archive.org/web/20120715050515/http://km.itb.ac.id/site/?cat=77 http://km.itb.ac.id/site/?cat=77
li,"^""Pusat Unggulan Iptek Broadband Wireless Access"".Institut Teknologi Bandung. Diarsipkan dariaslitanggal 2022-11-30. Diakses tanggal30 November2022.",#cite_ref-53 https://web.archive.org/web/20221130161618/https://www.itb.ac.id/pusat-unggulan-iptek-broadband-wireless-access https://www.itb.ac.id/pusat-unggulan-iptek-broadband-wireless-access
li,"^Sudrajat, Ajat (2019-02-01). Lestari, Dewanti (ed.).""ITB luncurkan Base Station 4G Infinitebe"".ANTARA News. Diarsipkan dariaslitanggal 2021-02-26. Diakses tanggal2020-06-01.",#cite_ref-54 https://web.archive.org/web/20210226105331/https://www.antaranews.com/berita/793861/itb-luncurkan-base-station-4g-infinitebe /wiki/Lembaga_Kantor_Berita_Nasional_Antara https://www.antaranews.com/berita/793861/itb-luncurkan-base-station-4g-infinitebe
li,"^Rakyat, Pikiran.""ITB Luncurkan Base Station 4G, Ini Keunggulannya - Pikiran-Rakyat.com"".www.pikiran-rakyat.com. Diarsipkan dariaslitanggal 2020-06-13. Diakses tanggal2020-06-01.",#cite_ref-55 https://web.archive.org/web/20200613164841/https://www.pikiran-rakyat.com/teknologi/pr-01306050/itb-luncurkan-base-station-4g-ini-keunggulannya https://www.pikiran-rakyat.com/teknologi/pr-01306050/itb-luncurkan-base-station-4g-ini-keunggulannya
li,"^""Home"".InfiniteBe. Diarsipkan dariaslitanggal 2021-03-01. Diakses tanggal2020-06-01.",#cite_ref-56 https://web.archive.org/web/20210301030432/http://infinitebe.com/ https://infinitebe.com/
li,"^ITB, Webmaster Team, Direktorat Sistem dan Teknologi Informasi.""ITB Meluncurkan Base Station 4G LTE InfiniteBe -"".Institut Teknologi Bandung. Diarsipkan dariaslitanggal 2022-03-18. Diakses tanggal2020-06-01.Pemeliharaan CS1: Banyak nama: authors list (link)",#cite_ref-57 https://web.archive.org/web/20220318020727/https://www.itb.ac.id/news/read/56973/home/itb-meluncurkan-base-station-4g-lte-infinitebe https://www.itb.ac.id/news/read/56973/home/itb-meluncurkan-base-station-4g-lte-infinitebe /wiki/Kategori:Pemeliharaan_CS1:_Banyak_nama:_authors_list
li,"^Antara (2019-02-02). Prima, Erwin (ed.).""ITB Rilis Base Station 4G Infinitebe untuk Internet Cepat"".Tempo.co. Diarsipkan dariaslitanggal 2021-07-28. Diakses tanggal2020-06-01.",#cite_ref-58 https://web.archive.org/web/20210728074659/https://tekno.tempo.co/read/1171398/itb-rilis-base-station-4g-infinitebe-untuk-internet-cepat /wiki/Tempo.co https://tekno.tempo.co/read/1171398/itb-rilis-base-station-4g-infinitebe-untuk-internet-cepat
li,"^Indonesia.go.id.""Penyalur Sinyal 4G InfiniTeBe ITB, Bukti Kolaborasi Triple Helix Bidang Iptek"".LINE TODAY. Diarsipkan dariaslitanggal 2023-03-18. Diakses tanggal2020-06-01.",#cite_ref-59 https://web.archive.org/web/20230318082834/https://today.line.me/dist/eb704053/static/pages/id_sunset.html https://today.line.me/id/article/Penyalur+Sinyal+4G+InfiniTeBe+ITB+Bukti+Kolaborasi+Triple+Helix+Bidang+Iptek-20QJwe
li,"^""Artikel:""ITB Borong Juara di Kontes Robot Terbang 2014"" di Okezone.com"". Diarsipkan dariaslitanggal 2014-10-21. Diakses tanggal2014-10-21.",#cite_ref-60 https://web.archive.org/web/20141021153147/http://news.okezone.com/read/2014/10/20/65/1054804/itb-borong-juara-di-kontes-robot-terbang-2014 http://news.okezone.com/read/2014/10/20/65/1054804/itb-borong-juara-di-kontes-robot-terbang-2014
li,"^""Artikel:""Wuahhh... Tim Big Bang ITB Gondol Prestasi di Asia Pasifik!"" di Kompas.com"". Diarsipkan dariaslitanggal 2016-03-04. Diakses tanggal2014-10-21.",#cite_ref-61 https://web.archive.org/web/20160304212535/http://edukasi.kompas.com/read/2009/12/21/19324339/Wuahhh....Tim.Big.Bang.ITB.Gondol.Prestasi.di.Asia.Pasifik.. http://edukasi.kompas.com/read/2009/12/21/19324339/Wuahhh....Tim.Big.Bang.ITB.Gondol.Prestasi.di.Asia.Pasifik..
h2,Lihat Pula,
li,Teknik Dirgantara Institut Teknologi Bandung,/w/index.php?title=Teknik_Dirgantara_Institut_Teknologi_Bandung&action=edit&redlink=1
li,Sekolah Teknik Elektro dan Informatika Institut Teknologi Bandung,/wiki/Sekolah_Teknik_Elektro_dan_Informatika_Institut_Teknologi_Bandung
li,Fakultas Teknik Sipil dan Lingkungan Institut Teknologi Bandung,/wiki/Fakultas_Teknik_Sipil_dan_Lingkungan_Institut_Teknologi_Bandung
li,Politeknik Negeri Bandung(dahulu Politeknik ITB),/wiki/Politeknik_Negeri_Bandung
li,Politeknik Manufaktur Bandung(dahulu PMS-ITB),/wiki/Politeknik_Manufaktur_Bandung
h2,Pranala luar,
li,(Indonesia)Situs resmi Institut Teknologi Bandung,http://www.itb.ac.id/
li,l,/wiki/Templat:ITB
li,b,/w/index.php?title=Pembicaraan_Templat:ITB&action=edit&redlink=1
li,s,https://id.wikipedia.org/w/index.php?title=Templat:ITB&action=edit
li,Technische Hoogeschool te Bandoeng,/wiki/Technische_Hoogeschool_te_Bandoeng
li,Bandung Kogyo Daigaku,/wiki/Bandung_Kogyo_Daigaku
li,Sekolah Tinggi Teknik Bandung,/wiki/Sekolah_Tinggi_Teknik_Bandung
li,"Technische Faculteit, Nood-Universiteit van Nederlandsch-Indië","/wiki/Technische_Faculteit,_Nood-Universiteit_van_Nederlandsch-Indi%C3%AB"
li,Universiteit van Indonesië te Bandoeng,/wiki/Universiteit_van_Indonesi%C3%AB_te_Bandoeng
li,Universitas Indonesia Bandung,/wiki/Universitas_Indonesia_Bandung
li,Bekasi,/w/index.php?title=Kampus_ITB_Bekasi&action=edit&redlink=1
li,Cirebon,/wiki/Kampus_ITB_Cirebon
li,Ganesha,/wiki/Kampus_ITB_Ganesha
li,Jatinangor,/wiki/Kampus_ITB_Jatinangor
li,Rektor,/wiki/Daftar_Rektor_Institut_Teknologi_Bandung
li,Alumni,/wiki/Daftar_lulusan_Technische_Hoogeschool_te_Bandoeng
li,Dosen,/wiki/Kategori:Dosen_Institut_Teknologi_Bandung
li,Fakultas Teknik Sipil dan Lingkungan,/wiki/Fakultas_Teknik_Sipil_dan_Lingkungan_Institut_Teknologi_Bandung
li,Sekolah Teknik Elektro dan Informatika,/wiki/Sekolah_Teknik_Elektro_dan_Informatika_Institut_Teknologi_Bandung
li,Masjid Salman ITB,/wiki/Masjid_Salman_ITB
li,Observatorium Bosscha,/wiki/Observatorium_Bosscha
li,8EH Radio ITB,/wiki/8EH_Radio_ITB
li,Aksi 5 Agustus 1989,/wiki/Aksi_5_Agustus_1989
li,l,/wiki/Templat:PTN_di_Indonesia
li,b,/wiki/Pembicaraan_Templat:PTN_di_Indonesia
li,s,https://id.wikipedia.org/w/index.php?title=Templat:PTN_di_Indonesia&action=edit
li,19 November,/wiki/Universitas_19_November_Kolaka
li,Airlangga,/wiki/Universitas_Airlangga
li,Andalas,/wiki/Universitas_Andalas
li,Bangka Belitung,/wiki/Universitas_Bangka_Belitung
li,Bengkulu,/wiki/Universitas_Bengkulu
li,Borneo Tarakan,/wiki/Universitas_Borneo_Tarakan
li,Brawijaya,/wiki/Universitas_Brawijaya
li,Cenderawasih,/wiki/Universitas_Cenderawasih
li,Diponegoro,/wiki/Universitas_Diponegoro
li,Gadjah Mada,/wiki/Universitas_Gadjah_Mada
li,Halu Oleo,/wiki/Universitas_Halu_Oleo
li,Hasanuddin,/wiki/Universitas_Hasanuddin
li,Indonesia,/wiki/Universitas_Indonesia
li,Jambi,/wiki/Universitas_Jambi
li,Jember,/wiki/Universitas_Jember
li,Jenderal Soedirman,/wiki/Universitas_Jenderal_Soedirman
li,Khairun,/wiki/Universitas_Khairun
li,Lambung Mangkurat,/wiki/Universitas_Lambung_Mangkurat
li,Lampung,/wiki/Universitas_Lampung
li,Malikussaleh,/wiki/Universitas_Malikussaleh
li,Maritim Raja Ali Haji,/wiki/Universitas_Maritim_Raja_Ali_Haji
li,Mataram,/wiki/Universitas_Mataram
li,Mulawarman,/wiki/Universitas_Mulawarman
li,Musamus Merauke,/wiki/Universitas_Musamus_Merauke
li,Negeri Gorontalo,/wiki/Universitas_Negeri_Gorontalo
li,Negeri Jakarta,/wiki/Universitas_Negeri_Jakarta
li,Negeri Makassar,/wiki/Universitas_Negeri_Makassar
li,Negeri Malang,/wiki/Universitas_Negeri_Malang
li,Negeri Manado,/wiki/Universitas_Negeri_Manado
li,Negeri Medan,/wiki/Universitas_Negeri_Medan
li,Negeri Padang,/wiki/Universitas_Negeri_Padang
li,Negeri Semarang,/wiki/Universitas_Negeri_Semarang
li,Negeri Surabaya,/wiki/Universitas_Negeri_Surabaya
li,Negeri Yogyakarta,/wiki/Universitas_Negeri_Yogyakarta
li,Nusa Cendana,/wiki/Universitas_Nusa_Cendana
li,Padjadjaran,/wiki/Universitas_Padjadjaran
li,Palangka Raya,/wiki/Universitas_Palangka_Raya
li,Papua,/wiki/Universitas_Papua
li,Pattimura,/wiki/Universitas_Pattimura
li,"Pembangunan Nasional ""Veteran""JakartaYogyakartaJawa Timur",/wiki/Universitas_Pembangunan_Nasional_%22Veteran%22_Jakarta /wiki/Universitas_Pembangunan_Nasional_Veteran_Yogyakarta /wiki/Universitas_Pembangunan_Nasional_%22Veteran%22_Jawa_Timur
li,Jakarta,/wiki/Universitas_Pembangunan_Nasional_%22Veteran%22_Jakarta
li,Yogyakarta,/wiki/Universitas_Pembangunan_Nasional_Veteran_Yogyakarta
li,Jawa Timur,/wiki/Universitas_Pembangunan_Nasional_%22Veteran%22_Jawa_Timur
li,Pendidikan Ganesha,/wiki/Universitas_Pendidikan_Ganesha
li,Pendidikan Indonesia,/wiki/Universitas_Pendidikan_Indonesia
li,Riau,/wiki/Universitas_Riau
li,Sam Ratulangi,/wiki/Universitas_Sam_Ratulangi
li,Samudra,/wiki/Universitas_Samudra
li,Sebelas Maret,/wiki/Universitas_Sebelas_Maret
li,Siliwangi,/wiki/Universitas_Siliwangi
li,Singaperbangsa,/wiki/Universitas_Singaperbangsa_Karawang
li,Sriwijaya,/wiki/Universitas_Sriwijaya
li,Sulawesi Barat,/wiki/Universitas_Sulawesi_Barat
li,Sultan Ageng Tirtayasa,/wiki/Universitas_Sultan_Ageng_Tirtayasa
li,Sumatera Utara,/wiki/Universitas_Sumatera_Utara
li,Syiah Kuala,/wiki/Universitas_Syiah_Kuala
li,Tadulako,/wiki/Universitas_Tadulako
li,Tanjungpura,/wiki/Universitas_Tanjungpura
li,Terbuka,/wiki/Universitas_Terbuka
li,Teuku Umar,/wiki/Universitas_Teuku_Umar
li,Tidar,/wiki/Universitas_Tidar
li,Timor,/wiki/Universitas_Timor
li,Trunojoyo Madura,/wiki/Universitas_Trunojoyo_Madura
li,Udayana,/wiki/Universitas_Udayana
li,Ambon,/wiki/Politeknik_Negeri_Ambon
li,Bali,/wiki/Politeknik_Negeri_Bali
li,Balikpapan,/wiki/Politeknik_Negeri_Balikpapan
li,Bandung,/wiki/Politeknik_Negeri_Bandung
li,Banjarmasin,/wiki/Politeknik_Negeri_Banjarmasin
li,Banyuwangi,/wiki/Politeknik_Negeri_Banyuwangi
li,Batam,/wiki/Politeknik_Negeri_Batam
li,Bengkalis,/wiki/Politeknik_Negeri_Bengkalis
li,Cilacap,/wiki/Politeknik_Negeri_Cilacap
li,Elektronika Surabaya,/wiki/Politeknik_Elektronika_Negeri_Surabaya
li,Fakfak,/wiki/Politeknik_Negeri_Fakfak
li,Indramayu,/wiki/Politeknik_Negeri_Indramayu
li,Jakarta,/wiki/Politeknik_Negeri_Jakarta
li,Jember,/wiki/Politeknik_Negeri_Jember
li,Ketapang,/wiki/Politeknik_Negeri_Ketapang
li,Kupang,/wiki/Politeknik_Negeri_Kupang
li,Lampung,/wiki/Politeknik_Negeri_Lampung
li,Lhokseumawe,/wiki/Politeknik_Negeri_Lhokseumawe
li,Madiun,/wiki/Politeknik_Negeri_Madiun
li,Madura,/wiki/Politeknik_Negeri_Madura
li,Malang,/wiki/Politeknik_Negeri_Malang
li,Manado,/wiki/Politeknik_Negeri_Manado
li,Manufaktur Bandung,/wiki/Politeknik_Manufaktur_Bandung
li,Manufaktur Bangka Belitung,/wiki/Politeknik_Manufaktur_Negeri_Bangka_Belitung
li,Maritim Indonesia,/wiki/Politeknik_Maritim_Negeri_Indonesia
li,Medan,/wiki/Politeknik_Negeri_Medan
li,Media Kreatif,/wiki/Politeknik_Negeri_Media_Kreatif
li,Nunukan,/wiki/Politeknik_Negeri_Nunukan
li,Nusa Utara,/wiki/Politeknik_Negeri_Nusa_Utara
li,Padang,/wiki/Politeknik_Negeri_Padang
li,Pontianak,/wiki/Politeknik_Negeri_Pontianak
li,Samarinda,/wiki/Politeknik_Negeri_Samarinda
li,Sambas,/wiki/Politeknik_Negeri_Sambas
li,Semarang,/wiki/Politeknik_Negeri_Semarang
li,Sriwijaya,/wiki/Politeknik_Negeri_Sriwijaya
li,Subang,/wiki/Politeknik_Negeri_Subang
li,Tanah Laut,/wiki/Politeknik_Negeri_Tanah_Laut
li,Ujung Pandang,/wiki/Politeknik_Negeri_Ujung_Pandang
li,Perikanan Tual,/wiki/Politeknik_Perikanan_Negeri_Tual
li,Perkapalan Surabaya,/wiki/Politeknik_Perkapalan_Negeri_Surabaya
li,Pertanian Kupang,/wiki/Politeknik_Pertanian_Negeri_Kupang
li,Pertanian Pangkajene Kepulauan,/wiki/Politeknik_Pertanian_Negeri_Pangkajene_Kepulauan
li,Pertanian Payakumbuh,/wiki/Politeknik_Pertanian_Negeri_Payakumbuh
li,Pertanian Samarinda,/wiki/Politeknik_Pertanian_Negeri_Samarinda
li,Pertanian Bogor,/wiki/Institut_Pertanian_Bogor
li,Seni Budaya Indonesia Aceh,/wiki/Institut_Seni_Budaya_Indonesia_Aceh
li,Seni Budaya Indonesia Bandung,/wiki/Institut_Seni_Budaya_Indonesia_Bandung
li,Seni Budaya Indonesia Tanah Papua,/wiki/Institut_Seni_Budaya_Indonesia_Tanah_Papua
li,Seni Indonesia Bali,/wiki/Institut_Seni_Indonesia_Bali
li,Seni Indonesia Padang Panjang,/wiki/Institut_Seni_Indonesia_Padang_Panjang
li,Seni Indonesia Surakarta,/wiki/Institut_Seni_Indonesia_Surakarta
li,Seni Indonesia Yogyakarta,/wiki/Institut_Seni_Indonesia_Yogyakarta
li,Teknologi Bandung,
li,Teknologi Habibie,/wiki/Institut_Teknologi_Bacharuddin_Jusuf_Habibie
li,Teknologi Kalimantan,/wiki/Institut_Teknologi_Kalimantan
li,Teknologi Sepuluh Nopember,/wiki/Institut_Teknologi_Sepuluh_Nopember
li,Teknologi Sumatera,/wiki/Institut_Teknologi_Sumatera
li,Aceh Barat,/wiki/Akademi_Komunitas_Negeri_Aceh_Barat
li,Pacitan,/wiki/Akademi_Komunitas_Negeri_Pacitan
li,Putra Sang Fajar Blitar,/wiki/Akademi_Komunitas_Negeri_Putra_Sang_Fajar_Blitar
li,Seni dan Budaya Yogyakarta,/wiki/Akademi_Komunitas_Negeri_Seni_dan_Budaya_Yogyakarta
li,Rejang Lebong,/wiki/Akademi_Komunitas_Negeri_Rejang_Lebong
li,Nama PTN yang dicetaktebalmerupakanPTN badan hukum.,/wiki/Perguruan_Tinggi_Negeri_Badan_Hukum
li,Lihat pula:Perguruan tinggi Islam negeri,/wiki/Daftar_perguruan_tinggi_Islam_negeri_di_Indonesia
li,Perguruan tinggi swasta,/wiki/Daftar_perguruan_tinggi_swasta_di_Indonesia
li,Perguruan tinggi Islam swasta,/wiki/Daftar_perguruan_tinggi_Islam_swasta_di_Indonesia
li,Perguruan tinggi kedinasan,/wiki/Daftar_perguruan_tinggi_kedinasan_di_Indonesia
li,l,/wiki/Templat:Soekarno
li,b,/w/index.php?title=Pembicaraan_Templat:Soekarno&action=edit&redlink=1
li,s,https://id.wikipedia.org/w/index.php?title=Templat:Soekarno&action=edit
li,Oetari,/wiki/Siti_Oetari
li,Inggit Garnasih,/wiki/Inggit_Garnasih
li,Fatmawati Soekarno,/wiki/Fatmawati
li,Hartini,/wiki/Hartini
li,Kartini Manoppo,/wiki/Kartini_Manoppo
li,Ratna,/wiki/Ratna_Sari_Dewi_Soekarno
li,Haryati,/wiki/Haryati
li,Yurike Sanger,/wiki/Yurike_Sanger
li,Heldy Djafar,/wiki/Heldy_Djafar
li,Guntur(anak),/wiki/Guntur_Soekarnoputra
li,Henny(mantu),/w/index.php?title=Henny_Emilia_Handayani&action=edit&redlink=1
li,Megawati(anak),/wiki/Megawati_Soekarnoputri
li,Surindro(mantu),/wiki/Surindro_Supjarso
li,Kiemas(mantu),/wiki/Taufiq_Kiemas
li,Rachmawati(anak),/wiki/Rachmawati_Soekarnoputri
li,Dicky(mantu),/wiki/Dicky_Suprapto
li,Sukmawati(anak),/wiki/Sukmawati_Soekarnoputri
li,Mangkunegara IX(mantu),/wiki/Mangkunegara_IX
li,Guruh(anak),/wiki/Guruh_Soekarnoputra
li,Sabina(mantu),/w/index.php?title=Gusyenova_Sabina_Padmavati&action=edit&redlink=1
li,Taufan(anak),/wiki/Taufan_Soekarnoputra
li,Levana(mantu),/w/index.php?title=Iryani_Levana_Danubrata&action=edit&redlink=1
li,Bayu(anak),/wiki/Bayu_Soekarnoputra
li,Totok(anak),/wiki/Toto_Suryawan_Soekarnoputra
li,Kartika(anak),/wiki/Kartika_Sari_Dewi_Soekarno
li,Frits(mantu),/w/index.php?title=Frits_Frederik_Seegers&action=edit&redlink=1
li,Ayu(anak),/wiki/Ayu_Gembirowati
li,Puti(cucu),/wiki/Puti_Guntur_Soekarno
li,Rizki(cucu),/w/index.php?title=Mohammad_Rizki_Pratama&action=edit&redlink=1
li,Prananda(cucu),/wiki/Muhammad_Prananda_Prabowo
li,Puan(cucu),/wiki/Puan_Maharani
li,Hendra(cucu),/wiki/Hendra_Rahtomo
li,Didi(cucu),/w/index.php?title=Didi_Mahardhika&action=edit&redlink=1
li,Paundrakarna(cucu),/wiki/Paundrakarna
li,Kiran(cucu),/w/index.php?title=Frederik_Kiran_Soekarno_Seegers&action=edit&redlink=1
li,Jeje(cicit),/wiki/Jeje_Soekarno
li,Putri(cicit),/wiki/Diah_Pikatan_Orissa_Putri_Hapsari
li,Praba(cicit),/w/index.php?title=Praba_Diwangkara&action=edit&redlink=1
li,Prabha(cicit),/w/index.php?title=Muhammad_Prabhaswara_Pranakarno&action=edit&redlink=1
li,Diah(cicit),/w/index.php?title=Diah_Safira_Octaliakasih&action=edit&redlink=1
li,Technische Hoogeschool te Bandoeng(sekarangInstitut Teknologi Bandung-ITB),/wiki/Technische_Hoogeschool_te_Bandoeng /wiki/ITB
li,Revolusi Nasional Indonesia,/wiki/Revolusi_Nasional_Indonesia
li,Peristiwa 17 Oktober,/wiki/Peristiwa_17_Oktober
li,Pemilihan umum legislatif Indonesia 1955,/wiki/Pemilihan_umum_legislatif_Indonesia_1955
li,Pemerintahan Revolusioner Republik Indonesia,/wiki/Pemerintahan_Revolusioner_Republik_Indonesia
li,Permesta,/wiki/Permesta
li,Dekrit Presiden Republik Indonesia 1959,/wiki/Dekrit_Presiden_Republik_Indonesia_1959
li,Pesta Olahraga Asia 1962,/wiki/Pesta_Olahraga_Asia_1962
li,Operasi Trikora,/wiki/Operasi_Trikora
li,Mustikarasa,/wiki/Mustikarasa
li,Sarinah,/wiki/Sarinah
li,Vivere pericoloso,/wiki/Vivere_pericoloso
li,"Inggris kita linggis, Amerika kita setrika","/wiki/Inggris_kita_linggis,_Amerika_kita_setrika"
li,Ganyang Malaysia,/wiki/Ganyang_Malaysia
