record_id,data_source,category,content,content_cleaned,content_length,quality_score,links,type,processed_date,original_index
121,wikipedia,sejarah,"Kampus Jatinangor terletak di Sayang,Jatinangor,Sumedang, Jawa Barat. Kampus ini dibangun di lahan aset milik Pemerintah Provinsi Jawa Barat seluas 47 hektar yang sebelumnya digunakan sebagai kampus Universitas Winayamukti. Letak kampus ini cukup strategis karena berhadapan dengan Jalan Raya Bandung-Sumedang dan diapit oleh beberapa perguruan tinggi lainnya sepertiUniversitas Padjadjaran,Institut Manajemen Koperasi Indonesia, danInstitut Pemerintahan Dalam Negeri. Mulai tahun 2023, seluruh mahasiswa baru Tahap Persiapan Bersama (TPB) tingkat 1 akan berkuliah di Kampus Jatinangor selama satu tahun sebelum ditempatkan di kampus sesuai program studi masing-masing.[17]",kamp jati terl saya jawa bara kamp diba laha aset mili peme prov jawa bara selu 47 hekt sebe digu kamp univ wina leta kamp cuku stra berh jala raya band diap bebe perg ting lain sepe padj mana kope indo dani peme nege mula tahu 2023 selu maha baru taha pers bers tpb ting 1 berk kamp jati satu tahu dite kamp sesu prog stud masi,673,100,"/wiki/Jatinangor,_Sumedang /wiki/Sumedang /wiki/Universitas_Padjadjaran /wiki/Institut_Manajemen_Koperasi_Indonesia /wiki/Institut_Pemerintahan_Dalam_Negeri #cite_note-24",p,2025-06-21,195
122,wikipedia,akademik,"Lahan seluas 30 hektar di Kecamatan Arjawinangun Kabupaten Cirebon, dipersiapkan untuk pembangunan Kampus ITB di Cirebon. ITB Kampus Cirebon sudah memiliki 7 program studi, diantaranya adalah Perencanaan Wilayah dan Kota - SAPPK, Teknik Industri - FTI, Prodi Kriya dan Tradisi - FSRD, Teknik Perminyakan - FTTM, Teknik Pertambangan - FTTM, Teknik Geofisika - FTTM, dan Oseanografi - FITB. Pembangunan kampus di kota Cirebon sebagai bentuk peranan ITB dalam membangun riset yang unggul dan mengembangkan sumber daya manusia berkualitas dalam skala regional maupun nasional.",laha selu 30 hekt keca arja kabu cire dipe pemb kamp itb cire itb kamp cire memi 7 prog stud dian pere wila kota sapp tekn indu fti prod kriy trad fsrd tekn perm fttm tekn pert fttm tekn geof fttm osea fitb pemb kamp kota cire bent pera itb memb rise ungg meng sumb daya manu berk skal regi maup nasi,572,80,,p,2025-06-21,197
123,wikipedia,fasilitas,"Saat ini ITB telah melakukan pengembangan beberapa multikampus, yaitu ITB Kampus Ganesha, ITB Kampus Jatinangor, dan ITB Kampus Cirebon. Tidak hanya di tiga lokasi, ITB juga telah memperluas program multikampusnya di Jakarta. Terletak di Jantung Kota Jakarta, Kuningan, Rasuna Said, ITB memproyeksikan lokasi ini menjadi Kampus Jakarta secara permanen.",saat itb mela peng bebe mult yait itb kamp gane itb kamp jati itb kamp cire tiga loka itb memp prog mult jaka terl jant kota jaka kuni rasu said itb memp loka menj kamp jaka seca perm,352,80,,p,2025-06-21,199
124,wikipedia,akademik,"Fakultas adalah unit pendidikan di ITB yang memiliki beberapa program studi (dulu departemen), baik di tingkat sarjana, magister, maupun doktor. Sementara itu, sekolah adalah unit pendidikan yang memiliki beberapa program studi dengan bidang keilmuan yang berdekatan.",faku unit pend itb memi bebe prog stud dulu depa baik ting sarj magi maup dokt seme seko unit pend memi bebe prog stud bida keil berd,267,80,,p,2025-06-21,202
125,wikipedia,akademik,"Misalnya,Sekolah Teknik Elektro dan Informatika Institut Teknologi Bandungmemiliki 6 program studi, yaitu di lingkup keelektroteknikan (teknik elektro, telekomunikasi, biomedis, dan tenaga listrik), serta di lingkupilmu komputer(teknik informatika dan sistem teknologi informasi). Namun, cakupan keilmuannya dianggap cukup dekat. Oleh karena itu, meskipun jumlah program studi di dalamnya semakin banyak, istilah 'sekolah' tersebut tidak diubah menjadi 'fakultas'.",misa tekn elek info inst tekn band 6 prog stud yait ling keel tekn elek tele biom tena list sert ling komp info sist tekn info caku keil dian cuku deka mesk juml prog stud dala sema bany isti seko ters diub menj faku,464,100,/wiki/Sekolah_Teknik_Elektro_dan_Informatika_Institut_Teknologi_Bandung /wiki/Ilmu_komputer,p,2025-06-21,203
126,wikipedia,akademik,"Secara administratif tidak ada perbedaan yang berarti antara fakultas dan sekolah; perbedaan fakultas dengan sekolah di ITB hanyalah sekadar terminologi. Keduanya dipimpin oleh seorang dekan dengan dibantu oleh 2 orang wakil dekan, yaitu wakil dekan bidang akademik dan wakil dekan bidang sumber daya.",seca admi perb bera faku seko perb faku seko itb hany seka term kedu dipi seor deka diba 2 oran waki deka yait waki deka bida akad waki deka bida sumb daya,301,80,,p,2025-06-21,204
127,wikipedia,sejarah,Setelah bertahun-tahun mendapatkan akreditasi dari Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) dengan nilai A untuk sebagian besar program studinya.,bert mend akre bada akre nasi perg ting banp nila a seba besa prog stud,156,80,,p,2025-06-21,207
128,wikipedia,akademik,Fakultas Matematika dan Ilmu Pengetahuan Alam (FMIPA),faku mate ilmu peng alam fmip,53,60,,h4,2025-06-21,208
129,wikipedia,akademik,Fakultas Teknik Pertambangan dan Perminyakan (FTTM),faku tekn pert perm fttm,51,60,,h4,2025-06-21,212
130,wikipedia,akademik,"Selain akreditasi nasional, program studi di ITB juga mendapatkan akreditasi internasional sebagai berikut.",sela akre nasi prog stud itb mend akre inte beri,107,80,,p,2025-06-21,223
131,wikipedia,akademik,14 program studiterakreditasiABET(Accreditation Board for Engineering and Technology),14 prog stud boar for engi and tech,85,60,,li,2025-06-21,224
132,wikipedia,akademik,"20 program studiterakreditasiASIIN(Akkreditierungsagentur für Studiengänge der Ingenieurwissenschaften, der Informatik, der Naturwissenschaften und der Mathematik)",20 prog stud für stud der inge der info der natu und der math,163,80,,li,2025-06-21,225
133,wikipedia,akademik,6 program studiterakreditasiAACSB(Association to Advance Collegiate School of Business),6 prog stud to adva coll scho of busi,87,60,,li,2025-06-21,226
134,wikipedia,akademik,15 program studiterakreditasiIABEE(Indonesian Accreditation Board for Engineering Education),15 prog stud accr boar for engi educ,92,60,,li,2025-06-21,227
135,wikipedia,akademik,1 program studiterakreditasiRSC(The Royal Society of Chemistry),1 prog stud roya soci of chem,63,60,,li,2025-06-21,228
136,wikipedia,akademik,2 program studiterakreditasiKAAB(Korea Architectural Accrediting Board),2 prog stud arch accr boar,71,60,,li,2025-06-21,229
137,wikipedia,mahasiswa,"Dengan akreditasi internasional tersebut, lulusan ITB mendapatkan ijazah tak hanya akreditasi BAN-PT, tetapi juga terdapat logo akreditasi internasional. Hal ini sebagai bukti bahwa lulusan ITB telah terdidik dengan standar internasional, tidak hanya terlembaga tetapi juga telah tersertifikasi secara resmi. Akreditasi internasional ini menjadi jaminan bahwa anak didik ITB memiliki standar profesional kerja yang dapat disamakan dengan lulusan luar negeri ternama sehingga perusahaan penerima mereka dapat lebih yakin terhadap almamater mereka.",akre inte ters lulu itb mend ijaz tak akre banp terd logo akre inte hal bukt lulu itb terd stan inte terl ters seca resm akre inte menj jami anak didi itb memi stan prof kerj dapa disa lulu luar nege tern peru pene dapa lebi yaki terh alma,546,80,,p,2025-06-21,230
138,wikipedia,sejarah,"Seleksi penerimaan mahasiswa ITB dilakukan secara ekslusif melalui seleksi secara nasional. Dalam sejarahnya, ITB adalah universitas yang paling selektif bukan saja di dalam negeri tetapi juga di dunia. Pada tahun 2000, survei Asiaweek mencatat bahwa untuk seleksi penerimaan mahasiswa ITB menduduki ranking pertama di Asia.[18]Pada tahun 2008, tingkat penerimaan agregat (aggregate admission rate) ITB adalah 4%, lebih rendah (lebih selektif) daripada Harvard pada tahun yang sama, yakni 9%.",sele pene maha itb dila seca eksl mela sele seca nasi seja itb univ pali sele buka saja nege duni tahu 2000 surv asia menc sele pene maha itb mend rank pert asia tahu 2008 ting pene agre aggr admi rate itb 4 lebi rend lebi sele dari harv tahu sama yakn 9,492,100,#cite_note-asia2000-25,p,2025-06-21,243
139,wikipedia,sejarah,"Pada tahun 2013, tergantung Falkutas yang bersangkutan, tingkat penerimaan di ITB berkisar antara 3.5–6.3%,[19]setara dengan Stanford (5.7%) dan Harvard (5.8%) dan lebih selektif dari Yale (6.9%), Princeton (7.4%), dan MIT (8.3%).[20]",tahu 2013 terg falk bers ting pene itb berk 3563 stan 57 harv 58 lebi sele yale 69 prin 74 mit 8320,234,100,#cite_note-26 #cite_note-27,p,2025-06-21,244
140,wikipedia,sejarah,"Di tataran nasional, menurut tingkat keketatan masuk SNMPTN/SBMPTN bidang Saintek (IPA) dan Soshum (IPS) dari tahun ke tahun, ITB merupakan perguruan tinggi dengan tingkat kesulitan tertinggi, dapat dilihat dari nilaipassing grademaupun nilai rata-rata ujian seleksi masuk perguruan tinggi negeri sebagaimana digambarkan dalam tabel berikut:",tata nasi menu ting keke masu snmp bida sain ipa sosh ips tahu tahu itb meru perg ting ting kesu tert dapa dili nila grad nila rata ujia sele masu perg ting nege seba diga tabe beri,341,80,,p,2025-06-21,245
141,wikipedia,sejarah,"Berdasarkan tingkat kepopuleran perguruan tinggi di dunia maya, dengan jumlah sampel 335 institusi perguruan tinggi oleh 4icu.org untuk tahun 2012, ITB masih menjadi perguruan tinggi terpopuler di Indonesia.[33]Hingga pertengahan Juli 2012, ITB menempati peringkat ke-13 di lingkup Asia,[34]dan peringkat ke-82 di dunia (satu-satunya yang mewakili Indonesia di dalamTop 200 Colleges and Universities in the world).[35]",berd ting kepo perg ting duni maya juml samp 335 inst perg ting 4icu tahu 2012 itb menj perg ting terp indo pert juli 2012 itb mene peri ke13 ling asia peri ke82 duni satu mewa indo dala 200 coll and univ in the worl,418,100,#cite_note-40 #cite_note-41 #cite_note-42,p,2025-06-21,247
142,wikipedia,sejarah,"Sedangkan menurut penilaian lembaga pemeringkatan perguruan tinggi asal Inggris tahun 2009, THE-QS, ITB menempati peringkat 80 di dunia dalam bidang Teknik dan IT, satu-satunya perguruan tinggi di Indonesia yang mampu masuk dalam 100 besar pemeringkatan. Peringkat pertama sendiri diduduki olehMIT.[36]Kemudian pada tahun 2011 dalam bidang yang sama, peringkat yang di tempati ITB menjadi peringkat 100 di dunia.[37]",seda menu peni lemb peme perg ting asal ingg tahu 2009 theq itb mene peri 80 duni bida tekn it satu perg ting indo mamp masu 100 besa peme peri pert send didu oleh tahu 2011 bida sama peri temp itb menj peri 100 duni,416,100,/wiki/Institut_Teknologi_Massachusetts #cite_note-43 #cite_note-44,p,2025-06-21,248
143,wikipedia,sejarah,"Dari tahun 2007 hingga saat ini, khusus untuk bidangEngineering & TechnologydanNatural Sciences, ITB menempati peringkat pertama di Indonesia dan satu-satunya kampus di Indonesia yang memperoleh ""bintang empat"" dariQS World University Rankingssedangkan untuk bidangArt & Design, ITB menempati peringkat 100 besar perguruan tinggi terbaik dunia.[38][39]",tahu 2007 saat khus bida tech scie itb mene peri pert indo satu kamp indo memp bint empa dari worl univ rank bida desi itb mene peri 100 besa perg ting terb duni,352,100,#cite_note-45 #cite_note-:0-46,p,2025-06-21,249
144,wikipedia,sejarah,"Pemerintah melalui Mendikbud Daoed Joesoef menggulirkan konsepNormalisasi Kehidupan Kampus/Badan Koordinasi Kemahasiswaanyang lazim disingkat NKK/BKK. Dewan mahasiswa se-Indonesia dibubarkan dan kemahasiswaan diatur oleh pembantu rektor bidang kemahasiswaan melalui BKK. Mahasiswa menolak dengan keras BKK, dan tetap mengadakan pemilihan Ketua DeMa (Dewan Mahasiswa). Namun setiap Ketua DeMa terpilih, malam itu juga surat ancaman DO (Drop Out) sampai. Akibatnya tidak ada yang bersedia menjadi Ketua DeMa. Akhirnya mahasiswa ITB memutuskan membubarkan Dewan Mahasiswa dan membekukan DeMa ITB. Kemudian didirikan Badan Koordinasi (BAKOR) untuk mengkoordinasikan pergerakan. Sementara cita-cita DeMa diamanatkan kepada Himpunan-Himpunan sebagai kantung-kantung gerakan, dengan konsekuensi, kaderisasi ada di tingkat himpunan.",peme mela mend daoe joes meng kons kehi kamp koor kema lazi disi nkkb dewa maha sein dibu kema diat pemb rekt bida kema mela bkk maha meno kera bkk teta meng pemi ketu dema dewa maha seti ketu dema terp mala sura anca do drop out akib bers menj ketu dema akhi maha itb memu memb dewa maha memb dema itb kemu didi bada koor bako meng perg seme cita dema diam kepa himp kant gera kons kade ting himp,824,100,/wiki/Normalisasi_Kehidupan_Kampus/Badan_Koordinasi_Kemahasiswaan,p,2025-06-21,256
145,wikipedia,sejarah,"Sampai pada Tahun 1994, Perwakilan Mahasiswa yang tergabung dalam FKHJ (Forum Ketua Himpunan Jurusan), memutuskan untuk membentuk kembali kemahasiswaan terpusat, untuk mengusung gerakan eksternal yang pada saat itu sedang menghangat di Indonesia. Akhirnya dibentuklah Keluarga Mahasiswa Institut Teknologi BandungKM ITB.",tahu 1994 perw maha terg fkhj foru ketu himp juru memu memb kemb kema terp meng gera ekst saat seda meng indo akhi dibe kelu maha inst tekn band itb,320,100,/wiki/KM_ITB,p,2025-06-21,257
146,wikipedia,mahasiswa,"Persekutuan MahasiswaKristen""PMK"" (Christian Student Fellowship)",pers maha chri stud fell,64,70,/wiki/Kristen,li,2025-06-21,261
147,wikipedia,mahasiswa,"Keluarga MahasiswaKatolik""KMK"" (Catholic Student Society)",kelu maha cath stud soci,57,70,/wiki/Katolik,li,2025-06-21,262
148,wikipedia,mahasiswa,"Keluarga MahasiswaHindu""KMH"" (Hindu Student Society)",kelu maha hind stud soci,52,70,/wiki/Hindu,li,2025-06-21,263
149,wikipedia,mahasiswa,"Keluarga MahasiswaBuddha""Dhammanano"" (Buddhist Student Society)",kelu maha budd stud soci,63,70,/wiki/Buddha,li,2025-06-21,264
150,wikipedia,mahasiswa,"Keluarga MahasiswaIslam""GAMAIS"" (Islamic Student Society)",kelu maha isla stud soci,57,70,/wiki/Islam /wiki/GAMAIS_ITB,li,2025-06-21,265
151,wikipedia,sejarah,"Majalah Ganesha – Kelompok Studi Sejarah, Ekonomi dan Politik ITB",maja gane kelo stud seja ekon poli itb,65,60,,li,2025-06-21,269
152,wikipedia,akademik,Rumpun pendidikan[41],rump pend,21,60,#cite_note-webkm-51,li,2025-06-21,273
153,wikipedia,mahasiswa,Resimen Mahasiswa Mahawarman Batalyon I/ITB (Student Regiment Battalion I/ITB)],resi maha maha bata iitb stud regi batt iitb,79,60,,li,2025-06-21,280
154,wikipedia,lokasi,Korps SukarelaPalang Merah Indonesia(KSR-PMI) ITB,korp suka mera indo itb,49,60,/wiki/Palang_Merah_Indonesia,li,2025-06-21,283
155,wikipedia,mahasiswa,Serumpun MahasiswaBangka Belitung,seru maha beli,33,60,/wiki/Bangka_Belitung,li,2025-06-21,302
156,wikipedia,mahasiswa,Mahasiswa BumiSriwijaya(MUSI),maha bumi,29,60,/wiki/Sriwijaya,li,2025-06-21,305
157,wikipedia,sejarah,"Pusat Mikroelektronika(PME) adalah sebuah lembaga yang berada di bawah Lembaga Penelitian dan Pengabdian Kepada Masyarakat Institut Teknologi Bandung. PME didirikan oleh Prof. Dr.Samaun Samadikunpada tahun 1986.[43]Ketua PME saat ini adalah Ir. Adi Indrayanto, M.Sc., Ph.D. Periode sebelumnya dijabat oleh Prof. Trio Adiono, ST. MT. Ph.D.",pusa mikr sebu lemb bera bawa lemb pene peng kepa masy inst tekn band pme didi prof drsa sama tahu 1986 pme saat ir adi indr msc phd peri sebe dija prof trio adio st mt phd,338,100,/w/index.php?title=Pusat_Mikroelektronika_ITB&action=edit&redlink=1 /wiki/Samaun_Samadikun #cite_note-53,p,2025-06-21,368
158,wikipedia,sejarah,Institut Teknologi Bandung meluncurkan base station 4G dengan nama InfiniteBe untuk mengatasi permasalahan kapasitas teknologi informasi dan komunikasi (TIK) di jaringan berkecepatan tinggi di daerah-daerah padat baik di dalam ruangan maupun luar ruangan.[44][45],inst tekn band melu base stat 4g nama infi meng perm kapa tekn info komu tik jari berk ting daer pada baik ruan maup luar ruan,263,100,#cite_note-54 #cite_note-55,p,2025-06-21,374
159,wikipedia,sejarah,InfiniteBe[46][47](dibaca Infin-iteBe)  merupakan hasil pengembanganPusat Mikroelektronika ITByang bekerja sama dengan PT Fusi Global Teknologi dan PT Len Industri dan kemudian dilanjutkan oleh PT Industri Telekomunikasi Indonesia di bawah program Inovasi Perguruan Tinggi di Industri sejak tahun 2016.[48][49],infi infi meru hasi peng mikr itby beke sama pt fusi glob tekn pt len indu kemu dila pt indu tele indo bawa prog inov perg ting indu tahu 2016,310,100,#cite_note-56 #cite_note-57 /w/index.php?title=Pusat_Mikroelektronika&action=edit&redlink=1 #cite_note-58 #cite_note-59,p,2025-06-21,375
160,wikipedia,lainnya,"Abdullah Puteh, Mantan Gubernur Nanggroe Aceh Darrusalam",abdu pute mant gube nang aceh darr,56,60,/wiki/Abdullah_Puteh,li,2025-06-21,377
161,wikipedia,lokasi,"Aburizal Bakrie,Menko Kesra, pengusaha terkaya Indonesia 2007",abur bakr kesr peng terk indo 2007,61,80,/wiki/Aburizal_Bakrie /wiki/Menko_Kesra,li,2025-06-21,379
162,wikipedia,lainnya,"Al Hilal Hamdi, Mantan Menteri Tenaga Kerja dan Transmigrasi",al hila hamd mant ment tena kerj tran,60,60,/wiki/Al_Hilal_Hamdi,li,2025-06-21,382
163,wikipedia,lainnya,"Azwar Anas, mantan Menteri Koordinator Kesejahteraan Rakyat, mantan Gubernur Sumatera Barat",azwa anas mant ment koor kese raky mant gube suma bara,91,70,/wiki/Azwar_Anas,li,2025-06-21,387
164,wikipedia,penelitian,"Armein Z R Langi, Kepala Pusat Penelitian Teknologi Informasi dan Komunikasi ITB (PPTIK-ITB)",arme z r lang kepa pusa pene tekn info komu itb ppti,92,90,/w/index.php?title=Armein_Z_R_Langi&action=edit&redlink=1,li,2025-06-21,388
165,wikipedia,lokasi,"Betti Alisjahbana, CEO IBM Indonesia",bett alis ceo ibm indo,36,60,/wiki/Betti_Alisjahbana,li,2025-06-21,393
166,wikipedia,lokasi,"Budi Rahardjo, pakarIT-SecurityIndonesia, kolumnis Majalah Info Linux",budi raha paka kolu maja info linu,69,60,,li,2025-06-21,394
167,wikipedia,lainnya,"BJ Habibie,Presiden RIke-3, Profesor ITB, Ahli Teknik Penerbangan",bj habi rike prof itb ahli tekn pene,65,60,/wiki/BJ_Habibie /wiki/Presiden_RI,li,2025-06-21,397
168,wikipedia,mahasiswa,"Budiono Kartohadiprodjo, Mantan Komandan Resimen Mahasiswa Mahawarman Batalyon I/ITB, Direktur UtamaGatra",budi kart mant koma resi maha maha bata iitb dire utam,105,100,/w/index.php?title=Budiono_Kartohadiprodjo&action=edit&redlink=1 /wiki/Gatra,li,2025-06-21,398
169,wikipedia,lainnya,"Cacuk Sudarijanto, Mantan DirekturIndosat, Direktur UtamaTelkom, dan Mantan KepalaBPPN",cacu suda mant dire dire utam mant kepa,86,60,/wiki/Cacuk_Sudarijanto /wiki/Indosat /wiki/Telkom /wiki/BPPN,li,2025-06-21,399
170,wikipedia,sejarah,"Devina Hermawan, koki, penulis, instruktur memasak",devi herm koki penu inst mema,50,70,/wiki/Devina_Hermawan,li,2025-06-21,402
171,wikipedia,akademik,"Djohan Yoga, motivator pendidikan",djoh yoga moti pend,33,60,/wiki/Djohan_Yoga,li,2025-06-21,404
172,wikipedia,lainnya,"Djoko Santoso, Profesor ITB, Rektor ITB 2005–2010, Dirjen Dikti 2010–2014",djok sant prof itb rekt itb 2005 dirj dikt 2010,73,60,/wiki/Djoko_Santoso,li,2025-06-21,405
173,wikipedia,lokasi,"Djuanda Kartawidjaja, MantanPerdana Menteri Indonesia, MantanMenteri Pekerjaan Umum, MantanMenteri Perhubungan, MantanMenteri Keuangan, MantanMenteri Perdagangan, MantanMenteri Pertahanan",djua kart mant ment indo mant peke umum mant perh mant keua mant perd mant pert,187,100,/wiki/Djuanda_Kartawidjaja /wiki/Perdana_Menteri /wiki/Menteri_Pekerjaan_Umum /wiki/Menteri_Perhubungan /wiki/Menteri_Keuangan /wiki/Menteri_Perdagangan /wiki/Menteri_Pertahanan,li,2025-06-21,406
174,wikipedia,lokasi,"Enda Nasution, bapak blogger Indonesia",enda nasu bapa blog indo,38,60,/wiki/Enda_Nasution,li,2025-06-21,408
175,wikipedia,lainnya,"Erna Witoelar, Mantan Menteri Permukiman & Prasarana Wilayah",erna wito mant ment perm pras wila,60,60,/wiki/Erna_Witoelar,li,2025-06-21,410
176,wikipedia,lainnya,"Fadel Muhammad, Profesor Universitas Brawijaya, Gubernur Gorontalo, Menteri Kelautan dan Perikanan RI, Ketua Komisi 11 DPR RI, Wakil Ketua MPR RI.",fade muha prof univ braw gube goro ment kela peri ri ketu komi 11 dpr ri waki ketu mpr ri,146,80,/wiki/Fadel_Muhammad,li,2025-06-21,412
177,wikipedia,akademik,"Fadjroel Rachman, Doktor Komunikasi Politik, Intelektual, Akademisi, Juru Bicara Presiden Republik Indonesia Joko Widodo, Komisaris Utama PT Adhi Karya (Persero) Tbk, Komisaris Waskita Karya (Persero) Tbk, CEO Pedoman Group, dan Duta Besar LBBP Republik Indonesia untuk Republik Kazakhstan dan Tajikistan",fadj rach dokt komu poli inte akad juru bica pres repu indo joko wido komi utam pt adhi kary pers tbk komi wask kary pers tbk ceo pedo grou duta besa lbbp repu indo repu kaza taji,304,100,/wiki/Fadjroel_Rachman,li,2025-06-21,413
178,wikipedia,sejarah,"Gatot Pujo Nugroho,Gubernur Sumatera Utaraperiode 2011–2013, 2013–2018",gato pujo nugr suma utar 2011 2013,70,80,/wiki/Gatot_Pujo_Nugroho /wiki/Gubernur_Sumatera_Utara,li,2025-06-21,415
179,wikipedia,lainnya,"Ginandjar Kartasasmita, Profesor Universitas Brawijaya, Ketua DPD RI",gina kart prof univ braw ketu dpd ri,68,60,/wiki/Ginandjar_Kartasasmita,li,2025-06-21,417
180,wikipedia,lokasi,"Giri Suseno Hadihardjono, Mantan Menteri Perhubungan Indonesia",giri suse hadi mant ment perh indo,62,80,/wiki/Giri_Suseno_Hadihardjono,li,2025-06-21,418
181,wikipedia,lainnya,"Hartono Rekso Dharsono. Mantan Pangdam Siliwangi, tokohPetisi 50",hart reks dhar mant pang sili toko 50,64,60,/wiki/Hartono_Rekso_Dharsono /wiki/Petisi_50,li,2025-06-21,424
182,wikipedia,umum,"Herling Laoh, MantanMenteri Pekerjaan Umum, MantanMenteri Perhubungan",herl laoh mant peke umum mant perh,69,80,/wiki/Herling_Laoh /wiki/Menteri_Pekerjaan_Umum /wiki/Menteri_Perhubungan,li,2025-06-21,429
183,wikipedia,lainnya,"Herman Darnel Ibrahim, Anggota Dewan Energi Nasional dan Mantan Direktur PLN",herm darn ibra angg dewa ener nasi mant dire pln,76,70,/wiki/Herman_Darnel_Ibrahim,li,2025-06-21,430
184,wikipedia,umum,"Herman Johannes, Profesor UGM, Mantan Menteri Pekerjaan Umum, Mantan RektorUniversitas Gadjah Mada.",herm joha prof ugm mant ment peke umum mant rekt gadj mada,99,90,/wiki/Herman_Johannes /wiki/Universitas_Gadjah_Mada,li,2025-06-21,431
185,wikipedia,lainnya,"Hotasi Nababan, Mantan Ketua HMS ITB, Direktur UtamaMerpati Nusantara Airlines",hota naba mant ketu hms itb dire utam nusa airl,78,60,/w/index.php?title=Hotasi_Nababan&action=edit&redlink=1 /wiki/Merpati_Nusantara_Airlines,li,2025-06-21,435
186,wikipedia,lainnya,"Husein Sastranegara, Perintis TNI-AU, penerbang uji",huse sast peri tnia pene uji,51,60,/wiki/Husein_Sastranegara,li,2025-06-21,436
187,wikipedia,lainnya,"J.A. Katili, Profesor Geologi ITB, Akademisi, Dirjen Pertambangan, Dirjen Geologi, Politisi, Duta Besar, Wakil Ketua MPR RI",ja kati prof geol itb akad dirj pert dirj geol poli duta besa waki ketu mpr ri,123,80,/wiki/J.A._Katili,li,2025-06-21,443
188,wikipedia,lokasi,"Jesica Fitriana Martasari, pemenangPuteri Indonesia Pariwisata 2019danMiss Supranational Indonesia 2019",jesi fitr mart peme indo pari 2019 supr indo 2019,103,90,/wiki/Jesica_Fitriana /wiki/Puteri_Indonesia_2019 /wiki/Miss_Supranational,li,2025-06-21,445
189,wikipedia,lainnya,"Jeremy Thomas, Pemeran, Model, Pengusaha, Politikus",jere thom peme mode peng poli,51,60,/wiki/Jeremy_Thomas,li,2025-06-21,446
190,wikipedia,lokasi,"Jusman Syafii Djamal, Mantan Direktur Utama PT DI, Menteri Perhubungan, Komut PT Garuda Indonesia (Persero) Tbk.",jusm syaf djam mant dire utam pt ment perh komu pt garu indo pers tbk,112,100,/wiki/Jusman_Syafii_Djamal,li,2025-06-21,448
191,wikipedia,lainnya,"Kuntoro Mangkusubroto, Profesor ITB,Ketua Unit Kerja Presiden Bidang Pengawasan dan Pengendalian Pembangunan",kunt mang prof itbk unit kerj pres bida peng peng pemb,108,80,/wiki/Kuntoro_Mangkusubroto /wiki/Ketua_Unit_Kerja_Presiden_Bidang_Pengawasan_dan_Pengendalian_Pembangunan,li,2025-06-21,451
192,wikipedia,penelitian,"Kusmayanto Kadiman, MantanMenteri Negara Riset dan Teknologi",kusm kadi mant nega rise tekn,60,80,/wiki/Kusmayanto_Kadiman /wiki/Menteri_Negara_Riset_dan_Teknologi_Republik_Indonesia,li,2025-06-21,452
193,wikipedia,umum,"M. Soewarto, MantanMenteri Pekerjaan Umum, MantanMenteri Pertanian",m soew mant peke umum mant pert,66,80,/w/index.php?title=M._Soewarto&action=edit&redlink=1 /wiki/Menteri_Pekerjaan_Umum /wiki/Menteri_Pertanian,li,2025-06-21,456
194,wikipedia,umum,"Mananti Sitompoel, MantanMenteri Pekerjaan Umum",mana sito mant peke umum,47,60,/wiki/Mananti_Sitompoel /wiki/Menteri_Pekerjaan_Umum,li,2025-06-21,457
195,wikipedia,umum,"Martinus Putuhena, MantanMenteri Pekerjaan Umum",mart putu mant peke umum,47,60,/wiki/Martinus_Putuhena /wiki/Menteri_Pekerjaan_Umum,li,2025-06-21,459
196,wikipedia,lainnya,"Muhammad Fajrin Rasyid, Direktur Digital Business PTTelkomdan Mantan Direktur Keuangan Bukalapak",muha fajr rasy dire digi busi ptte mant dire keua buka,96,70,/w/index.php?title=Muhammad_Fajrin_Rasyid&action=edit&redlink=1 /wiki/Telkom,li,2025-06-21,461
197,wikipedia,penelitian,"Muhammad Zuhal, Mantan Menteri Riset & Teknologi, Mantan Dirut PLN",muha zuha mant ment rise tekn mant diru pln,66,80,/wiki/Muhammad_Zuhal,li,2025-06-21,462
198,wikipedia,lainnya,"Nabiel Makarim, Mantan Menteri Negara Lingkungan Hidup (2 semester di FIKTM ITB)",nabi maka mant ment nega ling hidu 2 seme fikt itb,80,70,/wiki/Nabiel_Makarim,li,2025-06-21,464
199,wikipedia,lokasi,"Oekar Bratakoesoemah, MantanMenteri Pekerjaan Umum, RektorITB, GubernurJawa Barat",oeka brat mant peke umum rekt gube bara,81,80,/w/index.php?title=Oekar_Bratakoesoemah&action=edit&redlink=1 /wiki/Menteri_Pekerjaan_Umum /wiki/ITB /wiki/Jawa_Barat,li,2025-06-21,465
200,wikipedia,penelitian,"Onno W Purbo, pakar teknologi informasi dan tokohSumber terbukaIndonesia",onno w purb paka tekn info toko terb,72,80,/wiki/Onno_W_Purbo /wiki/Sumber_terbuka,li,2025-06-21,466
201,wikipedia,lainnya,"Pandji Pragiwaksono, Aktor, Musisi, Pelawak tunggal, Penulis, Sutradara",pand prag akto musi pela tung penu sutr,71,60,/wiki/Pandji_Pragiwaksono,li,2025-06-21,467
202,wikipedia,umum,"Pangeran M. Noor, MantanMenteri Pekerjaan Umum, Mantan Gubernur Kalimantan",pang m noor mant peke umum mant gube kali,74,80,/wiki/Pangeran_M._Noor /wiki/Menteri_Pekerjaan_Umum,li,2025-06-21,469
203,wikipedia,akademik,"Pater Drost, rohaniwan, pakar pendidikan",pate dros roha paka pend,40,60,/wiki/Pater_Drost,li,2025-06-21,470
